vector,label
"[ 0.05652803  0.00482976  0.6518682  -0.05409215  0.26991993 -0.08737466
  0.11223836  0.6653274  -0.41397002 -0.06684872  0.559875    0.19661452
  0.37119496 -0.13958378  0.3799829   0.08737174  1.0945144  -0.35590228
 -0.4246035  -0.56927824]",1
"[-0.12406581  0.09689053  0.60293543  0.06429526  0.22854371 -0.11261244
  0.2384343   0.54962605 -0.6034101  -0.05069134  0.81222343 -0.04582922
  0.30440763 -0.3142031   0.33650523  0.14696623  1.3031311  -0.24740838
 -0.43511266 -0.7072998 ]",0
"[ 0.02626052 -0.04265113  0.64472336 -0.01500338  0.17058942 -0.10409751
  0.2355939   0.61568224 -0.44816527 -0.04659767  0.6138023   0.19248983
  0.36987436 -0.12123244  0.40028006  0.17728506  1.1764114  -0.2565735
 -0.4314744  -0.5828422 ]",1
"[-0.00619006 -0.03482857  0.6267628   0.01684473  0.21656881 -0.09729508
  0.18590738  0.65964705 -0.43279544 -0.0108864   0.61047834  0.08310436
  0.32321864 -0.13224995  0.39171955  0.1444015   1.1390507  -0.35462582
 -0.43440768 -0.5736912 ]",1
"[-0.12147724 -0.03433929  0.5026451  -0.12305169  0.21189931 -0.1297325
  0.1821148   0.5902013  -0.49236864 -0.07030788  0.8648038   0.0352511
  0.30847576 -0.29728392  0.27008575  0.15136376  1.2677122  -0.23951966
 -0.46256882 -0.6819636 ]",1
"[ 0.02322001 -0.031859    0.66482365 -0.04948878  0.21165597 -0.11204108
  0.19086732  0.66210836 -0.47970748 -0.13579163  0.6164087   0.12613711
  0.33753586 -0.16590545  0.34642154  0.110717    1.1624477  -0.37299275
 -0.4502074  -0.5597264 ]",0
"[-0.1304749   0.01747287  0.5721857   0.00991942  0.17902328 -0.18878351
  0.28768024  0.57846695 -0.55785316 -0.01617401  0.776535   -0.07090818
  0.37523216 -0.27408853  0.32860756  0.2248766   1.3378946  -0.21700281
 -0.52561057 -0.6284369 ]",0
"[-0.09409886 -0.01332592  0.63955003 -0.11985935  0.19832183 -0.13863145
  0.1962994   0.594072   -0.52567613 -0.08966827  0.73319525  0.10372734
  0.39172205 -0.23348589  0.2936064   0.1953694   1.2731736  -0.20433107
 -0.47463673 -0.6268653 ]",0
"[-0.09231374  0.01399827  0.63976884  0.01887817  0.20747155 -0.11991577
  0.28053477  0.71820277 -0.49483934 -0.05188358  0.71351314  0.05277694
  0.34094876 -0.16824444  0.29979798  0.19949917  1.2385288  -0.26455015
 -0.38698474 -0.58268034]",1
"[ 0.02231926 -0.0164311   0.61057055  0.0272679   0.28027084 -0.1411838
  0.324825    0.5836318  -0.4433756  -0.04421655  0.66206217  0.06277166
  0.3669075  -0.18245825  0.34522104  0.09460148  1.2107164  -0.30602792
 -0.42724612 -0.7099017 ]",1
"[-0.05810364  0.07031675  0.573736   -0.19673853  0.25040814 -0.15806976
  0.13418375  0.5763196  -0.47467998 -0.09161459  0.738679    0.1334401
  0.35168055 -0.23027791  0.34385517  0.19798036  1.1822387  -0.23512451
 -0.45484048 -0.6060632 ]",1
"[ 0.06649256 -0.0395797   0.6444643   0.00128765  0.20828155 -0.06902539
  0.17464198  0.63637936 -0.41459092 -0.04667947  0.56599104  0.1635597
  0.3726298  -0.09450466  0.42880863  0.08071613  1.0832686  -0.3966422
 -0.41080323 -0.57144547]",1
"[-0.09921109 -0.06491192  0.69661295  0.00939116  0.10930723 -0.18397702
  0.2368987   0.65631783 -0.542787   -0.02862795  0.6776282   0.01042512
  0.38380727 -0.20388111  0.35866067  0.18463248  1.2561507  -0.25703046
 -0.461933   -0.6145488 ]",1
"[-0.01170128 -0.02011353  0.65444463  0.01947617  0.18764253 -0.12210499
  0.22941783  0.70988894 -0.43883058 -0.01718037  0.6170243   0.11086817
  0.34883058 -0.14019863  0.37248778  0.144761    1.1453619  -0.33642185
 -0.38599986 -0.5263548 ]",0
"[-0.04392271 -0.01943802  0.65882784 -0.01733642  0.19135685 -0.17908944
  0.25291297  0.65665936 -0.4788344  -0.05806191  0.66048694  0.06124696
  0.31427366 -0.15415527  0.3135198   0.21891126  1.2501595  -0.2730985
 -0.4435384  -0.5986389 ]",1
"[-0.04983995 -0.03739384  0.619618   -0.05194185  0.14562993 -0.1035841
  0.14464436  0.58789057 -0.49851143 -0.11025932  0.6997903   0.13481013
  0.39479867 -0.18021837  0.4069556   0.17403372  1.2117628  -0.27842104
 -0.46176922 -0.56444407]",1
"[-0.03302719  0.00555648  0.60715926  0.04121549  0.17171025 -0.11818172
  0.22875288  0.6225229  -0.4456018  -0.02872934  0.61336094  0.11328407
  0.34082055 -0.12374052  0.4200657   0.16815595  1.2122194  -0.2963666
 -0.47106144 -0.5814018 ]",0
"[ 0.04379861 -0.10007259  0.670437   -0.14364071  0.20404983 -0.17110862
  0.09542193  0.60637087 -0.4043688  -0.20027335  0.6576094   0.25640225
  0.44395527 -0.1339371   0.45310083  0.12388707  1.2109859  -0.16816422
 -0.5203245  -0.59223694]",1
"[ 0.03542352  0.01297321  0.63550854 -0.09679537  0.24605532 -0.07716919
  0.05107991  0.62151456 -0.37432292 -0.07835399  0.633288    0.22514181
  0.39954406 -0.14422159  0.3763693   0.1822666   1.0748508  -0.23466562
 -0.443643   -0.5940781 ]",1
"[ 0.02695431 -0.03614488  0.6245676  -0.00443672  0.1978745  -0.16774309
  0.29274502  0.7019352  -0.47777537 -0.11550117  0.62667865  0.0790585
  0.35314098 -0.11048625  0.32088178  0.18138719  1.2298887  -0.30565462
 -0.4589625  -0.5999723 ]",1
"[-0.13586096 -0.02958434  0.53699434  0.19305073  0.15873249 -0.17516439
  0.35261658  0.43239465 -0.57274055 -0.0033461   0.7839725  -0.12324756
  0.34406424 -0.29444233  0.45074415  0.24451171  1.4584005  -0.25106835
 -0.5183994  -0.6548808 ]",1
"[-8.26783478e-02 -7.67819136e-02  6.88013673e-01 -7.41351338e-04
  1.59968659e-01 -9.34569016e-02  2.82259971e-01  5.86740613e-01
 -6.00617588e-01 -1.13754936e-01  7.24532127e-01  5.69376945e-02
  3.54306370e-01 -1.42678782e-01  3.74497950e-01  3.34163785e-01
  1.23640883e+00 -1.88672543e-01 -4.59237933e-01 -6.81448221e-01]",0
"[-0.0199329   0.04874856  0.66725326  0.05214525  0.19298722 -0.10026634
  0.24570805  0.6191997  -0.6068475  -0.1010076   0.74550456  0.05988457
  0.35037002 -0.2162888   0.3489184   0.24143882  1.2537513  -0.17944692
 -0.48466432 -0.6057771 ]",0
"[-0.08878612 -0.03873662  0.60294354 -0.15868375  0.26080176 -0.00606107
  0.06747123  0.62593424 -0.451702   -0.02844003  0.7022077   0.15923966
  0.38127148 -0.23537573  0.36678058  0.16172488  1.1378207  -0.2751147
 -0.41497502 -0.62383693]",1
"[-0.16934963 -0.06656014  0.5649886  -0.04515008  0.1917399  -0.22683537
  0.25955394  0.52738214 -0.44229963 -0.01753146  0.7838477  -0.03129289
  0.30517566 -0.27006555  0.34665644  0.20965576  1.3489181  -0.24319108
 -0.45421648 -0.64384246]",1
"[ 0.04281946 -0.03657662  0.624988   -0.06671065  0.2090616  -0.12134865
  0.14527602  0.5919021  -0.38986927 -0.11178185  0.6652425   0.23345701
  0.44059044 -0.2020971   0.3997466   0.17924525  1.1762232  -0.18821745
 -0.45569628 -0.6031365 ]",1
"[-0.03767625  0.01861181  0.6107076   0.0268796   0.28847823 -0.18154368
  0.33034477  0.681873   -0.45189613 -0.08095896  0.6946248   0.06487884
  0.39804456 -0.15920237  0.31803727  0.1529404   1.2770841  -0.22874233
 -0.46036497 -0.64607555]",1
"[-0.16164075 -0.04322185  0.61498755 -0.07505322  0.21314204 -0.16731808
  0.24211356  0.6366516  -0.5117139  -0.02121464  0.7685825  -0.00138959
  0.3401181  -0.22152185  0.2973579   0.18212235  1.2893469  -0.2665188
 -0.41210708 -0.61868536]",0
"[-0.06009356 -0.04845348  0.717174   -0.01513074  0.12983407 -0.1665798
  0.19385247  0.67140883 -0.5233527  -0.12165675  0.6676224   0.08022895
  0.35190138 -0.19011952  0.34559312  0.17103797  1.2456298  -0.29714754
 -0.43389326 -0.5233167 ]",0
"[-0.13480645 -0.0376392   0.6216281   0.05737246  0.14849989 -0.13161069
  0.22659093  0.60751724 -0.4891418  -0.04930932  0.6908583   0.04845894
  0.3107591  -0.2044726   0.37268183  0.20022532  1.3039768  -0.26263428
 -0.44443747 -0.62093353]",1
"[-0.01189653 -0.0439524   0.71812034 -0.03920511  0.21395941 -0.22155337
  0.22672266  0.66668975 -0.46082902 -0.03570338  0.6194341   0.05046787
  0.33806407 -0.13998002  0.34428743  0.14496365  1.204494   -0.3352515
 -0.42542753 -0.5835555 ]",1
"[-0.05881925  0.05614548  0.69303614  0.03672754  0.14047638 -0.18848155
  0.31464452  0.72154653 -0.55573285 -0.10190759  0.7537839   0.0247737
  0.23177789 -0.2097521   0.27038562  0.15249844  1.2675184  -0.31442446
 -0.37309143 -0.63717663]",0
"[-0.15486039 -0.10354073  0.53482383  0.06355347  0.25913587 -0.05452148
  0.3251917   0.60566896 -0.49815124 -0.02257435  0.6932324  -0.07100984
  0.39157942 -0.14199577  0.40317428  0.18500854  1.3320909  -0.29154545
 -0.45819908 -0.64007264]",0
"[-0.21397524 -0.02885496  0.4948234  -0.06928825  0.28116757 -0.17589802
  0.31496626  0.621782   -0.49865383 -0.0579534   0.9309467  -0.1788947
  0.15185937 -0.35060596  0.17488077  0.21677628  1.316786   -0.3064317
 -0.45961842 -0.7335747 ]",0
"[-0.04658583 -0.05827833  0.69997376  0.01377144  0.16255382 -0.22836559
  0.26166865  0.5619774  -0.49469298 -0.08960946  0.64265114  0.0711696
  0.37230834 -0.21480301  0.38373414  0.12538631  1.3069724  -0.28857514
 -0.5020498  -0.60212356]",1
"[-0.05022595 -0.0907741   0.68306965 -0.03777592  0.12461268 -0.13491257
  0.18381706  0.6848851  -0.48391098 -0.02371206  0.6315148   0.07337939
  0.32715473 -0.1360596   0.3746896   0.12752093  1.1599087  -0.3459535
 -0.4135465  -0.5692735 ]",0
"[-0.04509253 -0.15461197  0.65145063 -0.07783714  0.18833159 -0.11712299
  0.15668657  0.6276533  -0.435826    0.03452245  0.68204385  0.09683517
  0.30618435 -0.1474639   0.4115447   0.1789072   1.1195127  -0.30761665
 -0.40493587 -0.59004176]",1
"[-0.18189666 -0.01320341  0.5808241   0.10362434  0.19514735 -0.08389701
  0.3482742   0.65148216 -0.57270545 -0.04596725  0.78485227 -0.09672035
  0.3132859  -0.24376017  0.28181544  0.22784372  1.3793464  -0.26477277
 -0.40642333 -0.65475655]",0
"[-0.07446293 -0.01270846  0.58057976  0.09158961  0.2011965  -0.09570388
  0.35663772  0.6672961  -0.48715475 -0.09494211  0.665298    0.03699431
  0.3318093  -0.14494249  0.34220272  0.20224404  1.3324469  -0.26860154
 -0.4748908  -0.613935  ]",1
"[-0.00699928  0.15783156  0.59334195 -0.09437784  0.33829877 -0.12116349
  0.10367282  0.73941743 -0.38354024 -0.09875086  0.82561237  0.09099635
  0.25342742 -0.28010163  0.18997376  0.23141764  1.2011728  -0.16566147
 -0.37853938 -0.6789086 ]",1
"[-0.10737551 -0.00141404  0.649314    0.03113493  0.19259918 -0.18711852
  0.26744884  0.6344025  -0.51161015 -0.05853485  0.7791367  -0.06701785
  0.27090886 -0.23478991  0.30963898  0.22070129  1.2879863  -0.29046687
 -0.44188568 -0.6096191 ]",0
"[-0.07100301 -0.01871735  0.65826875  0.0056631   0.17100613 -0.1338122
  0.19780529  0.69488615 -0.52282    -0.13013838  0.6819972   0.08449182
  0.33614898 -0.19142129  0.33733603  0.15122277  1.2610373  -0.30035383
 -0.43367153 -0.5525472 ]",0
"[ 0.01962785  0.01190353  0.6106229  -0.06350899  0.2927383  -0.03568122
  0.16433531  0.56134874 -0.4823647  -0.10107415  0.63995814  0.2071426
  0.41402614 -0.09153359  0.38936958  0.17851332  1.19986    -0.2274591
 -0.5513532  -0.63199085]",0
"[-0.10098322 -0.05424456  0.5270873  -0.08939711  0.2095264  -0.22214328
  0.3126803   0.5774221  -0.41944283  0.067013    0.8241503  -0.04444449
  0.20533912 -0.23580118  0.2795621   0.204564    1.2050856  -0.3291505
 -0.4013906  -0.73116046]",1
"[-0.20594466 -0.01372699  0.6301045   0.05353102  0.14953113 -0.11200695
  0.26774836  0.64954275 -0.49307117 -0.02192338  0.7259966  -0.03794473
  0.2507106  -0.21080911  0.34091765  0.20286453  1.2727101  -0.328196
 -0.46042317 -0.5652715 ]",0
"[ 0.04588554 -0.00422437  0.6507782  -0.00120346  0.23449579 -0.14425717
  0.23694809  0.6229214  -0.42901075 -0.08096148  0.5834871   0.14217786
  0.37107977 -0.11601843  0.42469698  0.12359831  1.1993712  -0.3082474
 -0.4446714  -0.5763824 ]",1
"[-0.09710706  0.00803727  0.5965058  -0.04432246  0.27815214 -0.10118902
  0.21489878  0.6211998  -0.42952004 -0.03824629  0.6756834   0.07496658
  0.3425516  -0.2344673   0.3395767   0.16361123  1.2241869  -0.29630938
 -0.40246788 -0.6157696 ]",0
"[-0.13720822 -0.07585894  0.6180033  -0.07622024  0.13851072 -0.1268109
  0.21837896  0.63346946 -0.5761889  -0.03572583  0.80870813  0.01705772
  0.33831203 -0.3021947   0.31167954  0.18295708  1.2953094  -0.21961859
 -0.49503207 -0.6430536 ]",0
"[-0.04947752 -0.03393178  0.7063746  -0.05251446  0.14668564 -0.16211715
  0.09448002  0.5749795  -0.4695143  -0.05475274  0.62418336  0.15141094
  0.43581808 -0.19598432  0.4433979   0.12611143  1.1929137  -0.2481568
 -0.48270357 -0.57202864]",1
"[-0.09224708  0.05446131  0.66427755  0.02774926  0.19896904 -0.16279082
  0.34446365  0.6180217  -0.6530505  -0.07397617  0.7783402  -0.10818298
  0.32809588 -0.23373653  0.26390383  0.2453429   1.356228   -0.22524197
 -0.4586248  -0.7205192 ]",0
"[-0.07178301  0.00607432  0.633861    0.01453626  0.23236892 -0.1520397
  0.21518461  0.6663344  -0.47694597 -0.01848246  0.69316214  0.06082845
  0.34636554 -0.18740463  0.30155957  0.14322291  1.2554673  -0.273073
 -0.4347097  -0.6199567 ]",1
"[-0.06227964 -0.02756512  0.6673571   0.00484612  0.15712902 -0.11783897
  0.17615399  0.58584726 -0.48256627 -0.05234103  0.6971789   0.06759077
  0.32092524 -0.21375442  0.4347804   0.0789127   1.251024   -0.32102934
 -0.45195466 -0.5795537 ]",0
"[ 0.01150003  0.04976776  0.52305686 -0.00602725  0.2510079  -0.11861132
  0.20042694  0.5425932  -0.30591497  0.07694294  0.6562943   0.07348473
  0.34094775 -0.14893147  0.36143163  0.19197077  1.1547338  -0.2534079
 -0.41193166 -0.6702407 ]",1
"[-0.0311481  -0.00937345  0.62545663 -0.02583481  0.14472598 -0.13659726
  0.2005728   0.6276664  -0.5283447  -0.07952719  0.70387286  0.07760008
  0.33393058 -0.20741627  0.3560497   0.1924052   1.2121005  -0.28737238
 -0.4574899  -0.5993403 ]",0
"[-0.07669594 -0.03665525  0.6876675   0.02339529  0.13140287 -0.13602911
  0.20068468  0.68596214 -0.5413795  -0.05916342  0.6539972   0.08358432
  0.33739322 -0.19193238  0.3724301   0.0955625   1.2307156  -0.33684954
 -0.4489906  -0.52676666]",1
"[-0.10915001 -0.02226833  0.6323847   0.03449082  0.2806361  -0.07635756
  0.28504476  0.6588224  -0.47468778 -0.10882148  0.69693613  0.09577039
  0.32690597 -0.2081208   0.355414    0.20258412  1.2272459  -0.25766847
 -0.3799001  -0.64774054]",1
"[-0.14929323 -0.00348268  0.5722432  -0.04230222  0.3456335  -0.1378404
  0.19446334  0.6015923  -0.5121722  -0.11876822  0.8004427  -0.0904967
  0.3601722  -0.26854125  0.24577124  0.17053673  1.3672098  -0.26515082
 -0.444089   -0.6662819 ]",0
"[-0.12331375 -0.09839981  0.613366   -0.06516368  0.13335943 -0.18272154
  0.19992296  0.62242097 -0.4799005  -0.04461206  0.74360275  0.00551543
  0.3132065  -0.2361244   0.34179583  0.1671123   1.2940308  -0.28080553
 -0.45944452 -0.59940976]",1
"[-0.0961552  -0.02008326  0.70094705  0.00627711  0.14148416 -0.19189997
  0.25187427  0.60232115 -0.6153842  -0.08175111  0.78919226  0.08835855
  0.29186374 -0.27297065  0.32907706  0.20052698  1.3629283  -0.15165125
 -0.43842873 -0.599794  ]",1
"[-0.122337    0.09023532  0.5755681   0.02176962  0.3470085   0.05945599
  0.29511824  0.6710071  -0.48637566  0.08091583  0.71691686  0.07784034
  0.3444886  -0.15665837  0.2422294   0.07649844  1.1828867  -0.29405457
 -0.31580532 -0.6994257 ]",1
"[-0.05963294 -0.07440196  0.5763311  -0.01015946  0.16893862 -0.23537093
  0.35597193  0.47844997 -0.5969616  -0.05295826  0.80933005 -0.08335561
  0.42140594 -0.28354344  0.34012654  0.34196362  1.3699423  -0.18033484
 -0.5712402  -0.6808887 ]",1
"[-0.09564293 -0.05212705  0.70882416 -0.00493232  0.19302043 -0.10843951
  0.2169106   0.6724413  -0.52488554 -0.08519245  0.67759776  0.0722254
  0.34230483 -0.20794557  0.31993324  0.15241426  1.285376   -0.29465768
 -0.40142542 -0.54975265]",0
"[ 0.11143581  0.06110725  0.550871    0.2275294   0.37583432 -0.02803877
  0.425703    0.68219244 -0.36238623 -0.00466089  0.6398492  -0.03815423
  0.41143683 -0.02504642  0.30768645  0.26863083  1.2707255  -0.2515732
 -0.40523663 -0.62333596]",1
"[-0.08549429 -0.06067359  0.71193856  0.01750626  0.251982   -0.12777391
  0.24909514  0.72185737 -0.47863862 -0.09100325  0.65963346 -0.04277455
  0.3409066  -0.13595913  0.23675683  0.10712154  1.2984279  -0.34661698
 -0.4064557  -0.6071315 ]",0
"[ 0.00194396  0.0571703   0.5331663   0.07193233  0.2615458  -0.11574011
  0.28518656  0.69288814 -0.34604666 -0.08998737  0.6318931   0.13635908
  0.25020042 -0.15430067  0.32954547  0.21300428  1.1829233  -0.34093598
 -0.45952812 -0.59795696]",1
"[-0.08154669 -0.00813413  0.6455712   0.07826215  0.27168941 -0.06943198
  0.27294606  0.7807909  -0.466748   -0.11483318  0.62757266  0.05673904
  0.33367795 -0.11270516  0.28007007  0.11268055  1.2292122  -0.35657805
 -0.40588677 -0.5758734 ]",0
"[-0.3526078   0.0373159   0.535259   -0.00845752  0.4480468  -0.00902032
  0.28345883  0.78633755 -0.38625273 -0.17527044  0.7772251   0.04355299
  0.33760247 -0.16208751  0.12490945  0.22815332  1.4738319  -0.13103892
 -0.37639147 -0.75379306]",0
"[-0.07175636 -0.09361646  0.5480477   0.06661299  0.21611407 -0.21562931
  0.3839593   0.48378298 -0.5379637  -0.08217705  0.7219696  -0.07898839
  0.4232981  -0.27169088  0.3963819   0.28537908  1.4062228  -0.23181224
 -0.54250336 -0.7008067 ]",1
"[-0.08119505 -0.00124801  0.72883373 -0.09244169  0.19415672 -0.1609822
  0.19094788  0.6991893  -0.56780285 -0.01763707  0.7211474   0.01844193
  0.3519895  -0.23145674  0.20183422  0.16845946  1.2061721  -0.26485467
 -0.37879398 -0.6682216 ]",1
"[-0.19048417 -0.07925332  0.6538899  -0.01852394  0.16410725 -0.09107924
  0.2782397   0.6910321  -0.47352764  0.00151552  0.78886956  0.04492826
  0.25617227 -0.17214254  0.30490783  0.244045    1.2557541  -0.2228919
 -0.28018725 -0.62722707]",0
"[-0.08229104 -0.02901269  0.67449117 -0.01061781  0.14203052 -0.08834305
  0.15957958  0.6518164  -0.5110368  -0.04610253  0.6582691   0.14739136
  0.33860764 -0.19183445  0.42792237  0.10547579  1.1802747  -0.31233376
 -0.42281473 -0.5445977 ]",0
"[-0.2925202   0.11485682  0.5796634   0.04164122  0.24291691 -0.17352974
  0.3204101   0.51818025 -0.45255733 -0.00285206  0.750618   -0.09062339
  0.32078797 -0.32278946  0.3441988   0.2556173   1.5185635  -0.16128287
 -0.388752   -0.7632641 ]",1
"[-0.09249519  0.02589709  0.6002015  -0.13466515  0.29707417 -0.09521308
  0.15936656  0.56320566 -0.4916803  -0.1037588   0.74988604  0.08589615
  0.3631694  -0.24422078  0.3034926   0.23258674  1.2851547  -0.15597776
 -0.4832851  -0.6439216 ]",1
"[-0.12379294 -0.07331642  0.6189879  -0.07591256  0.20066012 -0.31706315
  0.37893236  0.5440503  -0.5000591  -0.13135986  0.81841636 -0.10727292
  0.36363405 -0.29379642  0.23205669  0.28954375  1.3958747  -0.22180778
 -0.49484226 -0.7064646 ]",0
"[-0.10949753 -0.06285702  0.6185734   0.05438817  0.1306031  -0.20820552
  0.30974597  0.6122592  -0.53109646 -0.05432789  0.725096   -0.03635564
  0.32469594 -0.2249082   0.3475953   0.26530215  1.3728952  -0.22629598
 -0.47555652 -0.6104928 ]",0
"[-0.15401119 -0.05089983  0.48147917  0.1668707   0.25922242 -0.13354835
  0.49814025  0.52870744 -0.49424145 -0.0549369   0.8025293  -0.13078652
  0.36228788 -0.2608576   0.3361781   0.24589905  1.4412899  -0.19909179
 -0.5315478  -0.7173971 ]",1
"[-0.07916489  0.04080445  0.62201285  0.01020265  0.27126417 -0.13398252
  0.30647844  0.6888577  -0.52676105 -0.08034779  0.71703166 -0.03296987
  0.3116834  -0.16342469  0.2636287   0.13697506  1.2462436  -0.32006672
 -0.41388166 -0.6908694 ]",0
"[-0.12489802 -0.05020645  0.5640588  -0.02699225  0.14228034 -0.12019946
  0.23377672  0.54406923 -0.4739809  -0.01658043  0.75577956  0.01936872
  0.35838306 -0.23726812  0.38660136  0.2683472   1.2912474  -0.20197828
 -0.49259984 -0.6249946 ]",1
"[ 0.00224329 -0.05850904  0.67176765 -0.09191144  0.18936904 -0.12512949
  0.17579392  0.647492   -0.47187072 -0.07411338  0.61620075  0.16090222
  0.40910244 -0.14800479  0.42865387  0.1009221   1.1316205  -0.33005792
 -0.46948442 -0.5844806 ]",1
"[-0.08377927 -0.06000912  0.6692851  -0.10025503  0.11769415 -0.14375983
  0.21708272  0.64486563 -0.5153114  -0.0725074   0.7964162   0.07698738
  0.282278   -0.21693517  0.3369234   0.18293142  1.2246397  -0.24198766
 -0.44587374 -0.6156668 ]",0
"[-0.12354484  0.07066983  0.54888606  0.20091566  0.2280432  -0.08258165
  0.33898842  0.65203303 -0.51854706 -0.10020772  0.7550162  -0.02255721
  0.2593694  -0.23101066  0.3915257   0.2450314   1.3382612  -0.25854498
 -0.45490012 -0.59139067]",0
"[ 0.00237193 -0.08903662  0.7605765  -0.05353366  0.10388938 -0.11901031
  0.10783559  0.6521696  -0.5032691  -0.05564707  0.6007328   0.22662546
  0.38735366 -0.18423028  0.44502276  0.11409667  1.1181463  -0.29750293
 -0.4694516  -0.5002528 ]",1
